importo,livello,durata,tipologia,saldo,eta,estinto
3000,C,,Elettronica,1323.07,27,1
6400,B,4,Elettrodomestici,1752.25,24,0
6000,C,27,Elettronica,1752.25,27,0
19750,C,0,Elettrodomestici,1012.29,36,0
1000,B,3,Autovettura,769.05,25,0
2100,B,3,Elettrodomestici,864.29,27,0
9000,A,3,Autovettura,2033.44,23,1
16750,B,15,Autovettura,938.29,49,0
5000,C,3,Elettrodomestici,1505.6,23,0
11200,A,9,Autovettura,2048.24,22,0
10000,C,3,Autovettura,642.3,22,1
7000,A,12,Elettrodomestici,1530.26,24,1
2500,B,1,Elettrodomestici,2738.88,32,0
12000,A,2,Elettrodomestici,938.29,25,0
3300,C,0,Elettronica,918.46,33,1
11200,B,3,Elettrodomestici,1752.25,30,1
3000,B,5,Autovettura,760.7,27,0
14000,A,5,Elettrodomestici,790.3,34,0
14400,C,3,Autovettura,1086.28,48,1
6500,B,9,Autovettura,1323.07,24,0
4000,A,8,Elettronica,562.09,45,0
9600,A,3,Elettrodomestici,1505.6,26,1
9000,B,4,Autovettura,3478.84,26,1
12250,A,4,Autovettura,888.96,26,1
1500,B,13,Autovettura,765.63,41,0
28000,A,4,Autovettura,2812.87,24,1
7650,E,4,Elettrodomestici,864.29,29,1
7500,B,1,Elettronica,452.38,23,0
17300,D,8,Autovettura,1293.47,22,0
12000,C,0,Elettrodomestici,1086.28,26,0
5000,C,24,Elettrodomestici,2122.24,23,0
6000,D,1,Elettrodomestici,1012.29,23,0
6000,C,3,Elettrodomestici,1036.95,25,0
2700,B,6,Elettrodomestici,272.32,30,0
16775,C,7,Elettrodomestici,1949.58,30,0
8000,A,5,Autovettura,1628.93,25,0
25000,B,19,Autovettura,2430.3,30,0
11000,A,9,Elettrodomestici,962.96,24,0
5000,B,6,Autovettura,1628.83,24,0
9725,B,8,Elettronica,1135.62,29,1
3000,B,7,Elettrodomestici,1885.45,33,1
21000,B,3,Elettrodomestici,1875.58,23,0
2050,B,1,Elettrodomestici,642.3,31,1
9175,B,15,Elettronica,518.98,32,0
10000,C,4,Elettrodomestici,716.3,23,0
12000,A,1,Autovettura,29501,32,0
10000,A,0,Elettrodomestici,2122.24,23,0
7400,E,0,Elettrodomestici,1086.28,25,0
10000,C,8,Autovettura,1678.26,34,0
12000,A,0,Autovettura,2255.43,21,0
2150,B,0,Elettrodomestici,395.65,28,0
5000,B,13,Elettrodomestici,1258.94,30,1
3000,A,9,Autovettura,1090.13,22,0
12000,B,0,Autovettura,1505.6,49,0
15000,B,3,Autovettura,4403.7,27,1
5000,A,6,Elettrodomestici,740.97,25,0
16000,A,13,Autovettura,2122.24,22,0
21000,B,6,Elettrodomestici,2788.21,29,0
6400,C,0,Elettrodomestici,518.98,23,0
1600,B,2,Autovettura,642.3,29,0
12000,B,13,Elettronica,716.3,22,0
15000,B,0,Autovettura,383.32,21,0
4500,A,3,Autovettura,1332.94,21,0
6000,D,4,Elettrodomestici,1258.94,21,1
3200,A,3,Elettronica,1135.62,28,0
9000,D,34,Elettrodomestici,1283.61,24,0
2000,A,22,Autovettura,1471.07,35,1
5000,C,1,Elettronica,1998.91,25,0
7000,A,14,Autovettura,518.98,26,0
6000,A,2,Elettrodomestici,819.9,27,1
10000,B,4,Autovettura,1715.85,24,1
24000,B,4,Autovettura,2122.24,28,1
25000,B,4,Autovettura,1875.58,23,1
6000,C,12,Elettrodomestici,1352.67,22,1
2000,A,0,Elettrodomestici,987.62,30,0
7975,A,8,Autovettura,908.69,22,0
4075,A,6,Autovettura,1012.29,24,0
6500,C,0,Elettrodomestici,1258.94,38,0
6000,A,0,Elettrodomestici,1135.62,40,1
4800,C,4,Elettrodomestici,790.3,22,1
4000,C,0,Elettrodomestici,333.98,21,0
3800,D,0,Elettronica,405.52,22,1
11500,A,17,Elettronica,1382.27,22,0
7500,A,3,Autovettura,1949.58,31,0
9000,C,2,Elettrodomestici,740.97,24,0
15000,D,3,Autovettura,1332.94,24,0
6500,B,2,Elettrodomestici,553.51,29,0
6000,B,4,Elettrodomestici,839.73,30,1
6000,B,20,Elettrodomestici,1887.67,24,0
10000,A,6,Elettrodomestici,1855.85,28,0
20000,E,0,Autovettura,2862.2,25,0
5000,C,5,Elettrodomestici,2048.24,36,0
14400,B,8,Elettrodomestici,2985.53,25,1
9300,A,11,Autovettura,2292.43,24,0
17000,A,3,Elettrodomestici,1278.23,24,0
10000,D,40,Elettrodomestici,642.3,28,1
8000,D,2,Elettrodomestici,1012.29,41,0
7000,A,2,Elettrodomestici,1135.62,26,0
2800,C,3,Autovettura,1020.3,23,1
24000,B,29,Autovettura,1998.91,25,0
8000,C,5,Autovettura,1184.95,31,1
21000,A,1,Autovettura,3454.18,36,0
2000,D,2,Elettrodomestici,257.52,26,1
1950,B,0,Autovettura,2372.05,24,1
4000,A,7,Elettrodomestici,716.3,27,0
8000,D,3,Elettrodomestici,1184.95,26,1
20000,B,2,Autovettura,3232.19,31,0
15000,A,15,Autovettura,3552.84,22,0
8500,A,5,Elettrodomestici,1500.11,38,0
5000,A,7,Autovettura,987.62,25,0
3200,A,2,Elettronica,139.13,24,0
6250,D,4,Autovettura,592.97,43,1
10000,C,7,Autovettura,849.49,24,0
15000,D,3,Elettrodomestici,1204.68,32,0
3600,B,4,Elettrodomestici,1209.61,33,0
9400,A,6,Elettrodomestici,716.3,41,1
16250,B,5,Elettrodomestici,1209.61,26,1
20000,D,2,Elettrodomestici,1184.95,22,1
6000,A,0,Elettrodomestici,728.63,33,0
3000,C,7,Elettrodomestici,676.84,31,1
9600,B,3,Autovettura,888.86,31,1
8500,C,8,Autovettura,1613.71,22,0
16500,A,18,Autovettura,2563.75,26,0
10000,B,0,Elettrodomestici,967.89,53,1
2800,C,4,Autovettura,518.98,21,0
4800,E,11,Elettrodomestici,1707.86,22,1
15000,A,11,Autovettura,2615.65,25,0
10000,C,18,Elettrodomestici,691.64,23,1
1450,C,0,Elettrodomestici,321.65,29,0
8500,C,1,Autovettura,1826.25,22,1
20000,E,2,Autovettura,1579.6,25,1
5200,A,8,Autovettura,1086.28,32,0
6000,B,6,Elettrodomestici,1012.29,38,0
15000,A,15,Autovettura,2250.5,32,0
22500,A,3,Autovettura,1135.62,26,1
1000,D,22,Autovettura,952.79,21,0
6000,A,3,Elettronica,1135.62,22,1
4000,B,1,Elettrodomestici,543.64,23,0
33000,E,13,Autovettura,5328.76,32,0
20000,C,8,Elettrodomestici,1752.25,35,1
7200,A,5,Elettronica,518.98,23,1
4525,A,,Elettronica,517.99,22,0
3500,C,1,Elettrodomestici,553.51,22,0
25000,B,9,Autovettura,1974.24,24,1
4000,B,17,Autovettura,1012.29,25,0
10000,D,4,Autovettura,2122.24,28,1
25000,C,1,Autovettura,3108.86,34,1
25000,E,4,Autovettura,1688.12,24,0
10000,A,20,Elettronica,1357.61,28,1
6000,A,2,Elettrodomestici,1061.62,22,0
14500,C,3,Elettrodomestici,1332.84,22,1
15000,A,13,Autovettura,2368.89,22,0
20000,D,0,Altro,1860.88,25,0
4200,A,8,Autovettura,1530.26,31,0
3000,C,4,Elettrodomestici,346.32,23,1
14850,A,8,Elettrodomestici,679.3,25,0
5000,B,3,Elettrodomestici,1184.95,43,1
4000,A,0,Elettrodomestici,1258.94,26,0
6000,B,3,Elettrodomestici,1027.09,26,1
4400,B,7,Elettronica,555.88,34,0
12000,B,1,Autovettura,2240.63,23,1
8000,A,2,Autovettura,1480.93,34,0
7000,A,,Autovettura,1012.29,24,1
12000,D,16,Elettrodomestici,6068.73,27,1
18325,A,11,Autovettura,3847.84,26,0
2000,C,24,Autovettura,642.3,22,0
12000,A,23,Autovettura,1209.61,25,1
2000,C,2,Elettronica,765.63,34,1
7000,C,18,Elettrodomestici,1563.56,28,1
6500,A,26,Autovettura,851.96,21,0
7000,C,2,Elettrodomestici,494.31,26,0
3000,B,0,Autovettura,3098.99,25,0
5000,C,15,Elettrodomestici,1949.68,32,1
12000,C,3,Autovettura,1012.29,39,0
2500,D,6,Elettrodomestici,849.49,33,1
10000,B,9,Elettrodomestici,765.73,34,1
12000,A,11,Autovettura,1505.6,26,0
4000,B,1,Autovettura,765.63,28,1
3000,C,38,Autovettura,2492.22,24,0
10000,B,3,Autovettura,1875.58,22,1
1800,C,0,Elettrodomestici,1308.27,22,0
12000,C,9,Autovettura,2072.91,31,1
7200,B,6,Elettrodomestici,1135.62,35,1
20000,E,13,Autovettura,2146.8,24,0
17500,E,7,Elettrodomestici,1258.84,24,0
4500,E,2,Elettrodomestici,420.31,25,1
4800,B,5,Elettrodomestici,543.74,22,0
3300,B,1,Autovettura,1012.29,22,0
7800,B,3,Autovettura,543.64,23,0
7000,C,7,Elettronica,1382.27,49,1
12475,A,5,Autovettura,1530.26,48,0
7500,D,7,Autovettura,1135.62,21,1
7000,A,3,Elettronica,938.29,22,0
20000,E,18,Elettrodomestici,1776.92,24,1
5000,C,1,Elettronica,642.3,33,1
12000,D,5,Elettrodomestici,1678.26,34,0
7000,E,5,Elettronica,1056.69,25,1
7200,A,22,Autovettura,893.89,21,0
20000,A,4,Autovettura,1357.61,22,0
4500,B,1,Autovettura,938.29,26,1
15000,C,3,Elettrodomestici,2911.54,27,0
20000,D,15,Autovettura,2368.89,25,1
15450,E,5,Autovettura,938.29,28,1
16000,B,20,Autovettura,7302,34,0
10000,B,5,Elettrodomestici,879.09,22,0
10000,B,0,Autovettura,1752.25,32,0
1300,C,3,Elettrodomestici,139.13,24,1
7000,B,11,Autovettura,1361.23,27,0
3600,C,6,Autovettura,2319.56,33,1
12000,C,5,Autovettura,1234.28,22,0
20000,B,0,Elettrodomestici,2368.89,22,0
20000,B,10,Autovettura,1915.05,25,0
3050,A,13,Autovettura,642.3,46,0
8500,B,9,Autovettura,938.29,29,0
8400,A,12,Elettrodomestici,1678.26,28,1
9000,B,5,Autovettura,2862.2,29,0
8000,B,0,Elettrodomestici,543.64,22,0
35000,A,0,Autovettura,3454.18,35,0
12000,D,12,Autovettura,1234.28,22,1
12000,C,1,Elettrodomestici,1863.25,23,1
8000,B,3,Elettrodomestici,1184.95,26,0
18250,C,8,Elettrodomestici,1184.95,25,1
4000,C,4,Elettrodomestici,1234.28,27,0
25000,D,3,Autovettura,3207.52,35,1
8000,B,3,Elettrodomestici,1135.62,24,0
3000,A,2,Elettrodomestici,1485.87,40,0
23750,B,6,Autovettura,1875.58,27,0
7200,B,0,Elettrodomestici,257.52,22,1
12000,A,7,Elettrodomestici,2156.57,23,0
5000,A,0,Autovettura,2245.57,28,0
19775,B,2,Elettrodomestici,1113.67,30,0
7000,A,12,Elettrodomestici,1752.25,36,0
14000,A,11,Elettronica,1027.09,23,1
3250,D,4,Elettronica,541.67,24,0
19275,E,8,Elettrodomestici,731.1,40,1
8400,C,,Autovettura,1530.26,27,1
2500,A,,Elettronica,198.32,21,1
25000,B,9,Autovettura,2985.53,24,0
4000,B,2,Elettrodomestici,494.31,23,0
7250,A,0,Elettrodomestici,415.38,30,0
1500,A,2,Elettrodomestici,691.73,35,0
2400,D,1,Elettrodomestici,642.3,21,1
15000,B,18,Elettrodomestici,592.97,22,0
15000,D,1,Elettrodomestici,2615.55,60,1
5800,A,,Elettrodomestici,568.01,31,1
22000,C,4,Autovettura,1954.51,23,1
5600,A,16,Elettrodomestici,962.96,32,0
10000,B,1,Elettrodomestici,3478.84,26,0
12000,A,5,Autovettura,1875.58,25,0
8000,A,5,Elettrodomestici,1019.36,23,0
8000,C,0,Autovettura,833.04,35,1
10000,A,18,Autovettura,1258.94,22,1
5600,D,1,Elettrodomestici,1012.29,22,1
6000,B,1,Elettronica,765.63,36,1
8000,B,6,Elettrodomestici,518.98,43,0
3500,B,4,Autovettura,1357.61,26,0
12000,B,5,Autovettura,2368.89,24,0
15250,B,4,Autovettura,2122.24,23,1
9500,A,3,Elettrodomestici,1382.27,36,0
11225,D,14,Autovettura,675.75,22,1
2500,C,7,Autovettura,888.96,28,1
5000,D,14,Autovettura,2097.57,24,1
8000,D,0,Elettrodomestici,928.42,30,1
3550,B,4,Elettrodomestici,849.49,29,1
4200,D,3,Elettrodomestici,458.79,22,1
2775,D,0,Elettrodomestici,518.98,37,1
6300,B,5,Elettronica,592.97,30,0
4000,D,0,Elettronica,671.73,22,0
18000,A,11,Autovettura,2344.23,22,0
20000,B,5,Autovettura,2392.82,27,1
10000,B,5,Autovettura,1752.25,25,0
12000,D,5,Elettrodomestici,2985.53,32,1
5350,C,6,Autovettura,1184.95,36,1
4000,C,11,Elettrodomestici,1012.29,37,1
14500,C,3,Elettrodomestici,967.89,25,1
10000,C,0,Autovettura,1875.58,27,0
6000,B,21,Elettrodomestici,1456.27,31,1
4000,D,27,Autovettura,1135.62,34,0
8000,C,1,Elettronica,642.3,47,1
20000,B,7,Autovettura,1505.7,26,0
10000,A,0,Elettrodomestici,518.98,34,0
10000,B,12,Elettrodomestici,642.3,22,1
3000,B,9,Autovettura,2077.84,26,0
12000,A,3,Elettronica,1554.93,22,0
6400,A,21,Elettronica,987.62,23,0
1000,C,1,Elettrodomestici,518.98,26,0
9500,B,2,Elettrodomestici,1505.6,47,0
3600,A,14,Elettronica,1554.93,29,0
17600,C,,Elettrodomestici,1363.92,25,0
12000,D,1,Elettrodomestici,1974.24,23,1
5200,A,2,Elettrodomestici,642.3,28,0
1400,B,0,Elettrodomestici,148.99,24,0
10000,C,0,Elettronica,814.96,41,0
3000,C,3,Autovettura,2566.22,27,1
5600,A,12,Autovettura,1678.26,37,0
20000,C,7,Elettrodomestici,1776.92,26,1
5500,B,1,Elettrodomestici,1308.27,25,0
6000,C,3,Elettrodomestici,459.78,21,0
12000,A,2,Autovettura,987.62,21,0
14500,A,3,Elettrodomestici,1258.94,24,0
12800,B,1,Autovettura,2359.03,25,0
7000,A,2,Elettrodomestici,671.9,25,0
4200,A,12,Elettrodomestici,765.63,22,1
10000,B,3,Autovettura,1234.28,28,0
13000,B,8,Elettrodomestici,1628.83,23,0
10000,C,4,Elettrodomestici,1258.84,36,0
10000,D,1,Elettrodomestici,543.64,36,0
15000,B,1,Elettrodomestici,888.96,23,1
5725,C,3,Autovettura,454.94,28,1
7000,B,23,Autovettura,2322.03,23,1
18600,C,2,Elettrodomestici,2361.49,28,0
6400,E,6,Elettrodomestici,1752.25,26,1
10000,A,1,Autovettura,1382.27,22,0
17800,B,6,Autovettura,1426.2,24,0
3000,A,4,Elettrodomestici,1012.29,24,0
3000,C,11,Elettrodomestici,1012.29,26,1
1000,C,2,Elettrodomestici,316.72,22,0
14000,A,4,Elettrodomestici,1875.58,32,0
5000,B,0,Elettrodomestici,1752.25,30,0
7500,C,1,Elettrodomestici,551.04,38,1
7200,C,0,Autovettura,2714.21,34,1
9600,B,1,Elettrodomestici,612.71,21,1
10000,C,0,Autovettura,2368.89,26,0
12000,B,0,Elettrodomestici,1505.6,27,0
3000,B,14,Elettrodomestici,962.96,23,1
1200,B,0,Elettrodomestici,740.97,26,1
7000,A,11,Autovettura,1326.48,23,0
10375,A,6,Autovettura,1850.92,22,0
4000,B,3,Autovettura,1382.27,24,0
4500,B,21,Autovettura,1382.27,30,0
20000,A,2,Elettrodomestici,1135.62,55,0
28000,D,13,Elettronica,1776.92,29,1
25000,D,0,Autovettura,2862.2,24,0
5500,D,2,Elettrodomestici,437.58,21,1
6000,A,10,Elettronica,967.89,22,0
10000,C,3,Elettrodomestici,1086.28,25,1
9200,B,,Elettrodomestici,464.71,22,1
9600,B,2,Elettrodomestici,1998.91,23,0
5000,A,19,Elettrodomestici,1382.27,28,0
3000,A,3,Elettrodomestici,518.98,24,0
8000,A,4,Elettrodomestici,970.36,24,0
6400,C,3,Elettrodomestici,642.3,23,0
5400,A,1,Autovettura,2329.58,32,0
10000,B,28,Autovettura,1303.83,28,1
6000,A,15,Elettrodomestici,2985.63,28,0
1500,A,5,Elettrodomestici,642.3,35,1
2200,C,,Elettrodomestici,272.32,29,1
10000,A,0,Elettrodomestici,642.3,24,0
2500,A,5,Autovettura,592.97,23,0
3500,C,1,Autovettura,1382.27,40,0
15000,B,14,Autovettura,2122.24,29,0
10000,A,13,Autovettura,1234.28,30,0
5000,A,7,Elettrodomestici,1431.6,27,0
7000,D,3,Elettrodomestici,2862.2,32,1
9000,B,7,Elettrodomestici,731.1,21,1
10000,B,2,Elettronica,642.3,32,0
4500,C,14,Elettronica,198.32,25,0
25000,D,5,Elettrodomestici,3627.23,31,1
3500,C,3,Elettronica,518.98,31,1
5000,A,14,Elettrodomestici,827.62,27,1
10000,C,3,Elettrodomestici,790.3,22,0
10750,B,3,Elettrodomestici,517.99,27,0
6000,A,4,Autovettura,999.95,28,0
12000,B,8,Elettrodomestici,740.97,24,0
12000,C,2,Elettrodomestici,837.66,29,0
7200,B,2,Elettrodomestici,716.3,29,1
14000,C,0,Elettrodomestici,2368.89,38,0
5600,B,3,Elettrodomestici,1382.27,21,0
5000,A,17,Autovettura,2368.89,27,1
7000,A,,Elettronica,464.71,30,1
6950,D,0,Elettrodomestici,518.98,24,1
10000,A,13,Elettrodomestici,1234.28,33,0
10000,F,2,Autovettura,4465.46,48,0
5000,B,11,Elettrodomestici,2566.22,24,0
12000,A,4,Elettrodomestici,839.67,24,0
9000,D,23,Autovettura,1234.28,38,1
12000,B,3,Elettrodomestici,1480.93,22,1
12000,D,2,Elettrodomestici,890.09,30,0
6000,A,0,Autovettura,1875.68,26,0
3000,D,13,Autovettura,938.29,30,0
8000,D,5,Elettrodomestici,2122.24,22,0
25000,A,3,Autovettura,1213.26,23,1
9000,D,3,Autovettura,1530.09,45,0
12000,E,3,Elettrodomestici,2985.63,33,0
3500,A,6,Autovettura,938.29,21,0
1800,C,7,Elettrodomestici,888.96,22,1
7000,B,2,Elettrodomestici,1184.95,25,0
13475,C,1,Elettrodomestici,765.63,23,1
10000,E,26,Autovettura,4228.68,33,1
12000,A,0,Autovettura,1752.25,24,0
10625,D,,Autovettura,642.3,25,0
5000,C,19,Autovettura,2122.24,34,0
14000,A,5,Autovettura,3158.19,29,1
15000,C,5,Autovettura,2763.54,33,0
1400,B,11,Autovettura,1135.62,30,0
2575,C,0,Elettrodomestici,997.98,35,1
9500,A,2,Elettrodomestici,1293.47,22,0
1000,C,16,Autovettura,1135.62,30,0
2500,A,1,Elettrodomestici,1086.28,28,0
4800,B,1,Autovettura,2270.23,24,0
2000,B,3,Elettrodomestici,938.29,28,0
10000,B,1,Elettrodomestici,888.96,24,1
24250,C,16,Elettrodomestici,3108.86,50,1
5000,B,,Autovettura,1135.62,24,1
2400,B,5,Elettrodomestici,962.96,22,0
7750,C,,Elettrodomestici,494.31,29,1
10000,E,0,Elettrodomestici,1382.27,22,1
10000,B,4,Autovettura,3355.52,25,1
5500,D,3,Elettrodomestici,1136.9,22,0
4800,B,,Elettrodomestici,671.9,22,1
8000,D,10,Elettrodomestici,1012.29,21,0
8875,B,1,Elettrodomestici,469.65,22,1
10800,B,3,Autovettura,1949.58,26,1
1500,B,11,Elettrodomestici,568.31,27,0
5000,B,4,Elettronica,642.3,27,0
17725,B,14,Elettrodomestici,845.06,27,1
14000,A,2,Elettronica,888.96,33,0
7200,B,6,Autovettura,888.96,23,0
5600,B,0,Autovettura,2171.57,26,0
30000,D,4,Elettrodomestici,1752.25,25,0
11500,G,0,Elettronica,568.31,27,0
3000,C,6,Autovettura,1160.28,25,0
5000,C,2,Autovettura,1024.62,27,0
19200,C,9,Elettrodomestici,1875.58,37,1
8000,B,4,Autovettura,1258.94,22,1
6000,D,5,Autovettura,1702.92,32,0
20000,B,5,Elettronica,931.31,22,0
4000,A,6,Elettronica,1542.1,23,0
7000,A,,Elettronica,646.15,29,1
5000,A,1,Elettronica,395.65,29,0
6000,D,5,Autovettura,583.11,24,1
3000,B,4,Elettrodomestici,1135.62,23,1
3200,B,8,Elettrodomestici,814.96,21,1
11000,C,0,Elettrodomestici,938.29,23,1
15000,A,18,Autovettura,3010.2,30,1
1000,B,23,Autovettura,2048.24,26,0
2400,B,0,Elettrodomestici,2368.89,37,0
6000,D,2,Elettrodomestici,864.29,22,0
10000,C,0,Elettrodomestici,888.96,25,1
8000,C,7,Elettrodomestici,642.3,24,0
7000,A,7,Elettronica,257.52,36,0
6000,B,2,Elettrodomestici,612.71,21,1
7500,B,5,Autovettura,1024.62,31,1
12000,B,8,Elettrodomestici,671.9,22,0
10000,A,1,Elettrodomestici,1431.6,23,0
7000,A,4,Elettrodomestici,635.79,31,0
7200,B,6,Elettrodomestici,642.3,33,1
20000,D,0,Autovettura,3503.31,26,0
9600,D,4,Elettrodomestici,1382.27,27,1
14400,A,4,Elettrodomestici,1998.91,27,0
16000,D,3,Autovettura,1838.58,25,1
5000,B,2,Elettronica,518.98,37,0
22000,A,9,Autovettura,1281.64,33,0
9250,A,2,Elettrodomestici,1554.93,30,1
15000,B,3,Elettrodomestici,1100.2,30,1
15000,C,11,Autovettura,2381.23,27,0
13650,D,2,Elettrodomestici,1479.35,28,0
10000,C,6,Elettrodomestici,2196.23,23,0
3200,C,6,Autovettura,1061.62,31,1
6500,C,9,Autovettura,1456.27,24,1
3000,B,5,Elettrodomestici,790.3,31,0
7500,C,0,Elettrodomestici,1678.26,28,1
12000,A,17,Elettrodomestici,628.37,24,0
10000,C,12,Elettronica,1382.27,22,1
5100,B,,Elettronica,740.87,24,1
1250,B,4,Elettronica,629.97,36,0
12000,A,,Elettrodomestici,686.7,22,1
5000,B,6,Elettrodomestici,765.63,38,0
5000,A,0,Autovettura,1530.26,26,1
16000,B,2,Autovettura,2862.2,27,0
18000,B,19,Autovettura,2862.2,23,1
11200,A,9,Elettrodomestici,1530.26,42,0
20000,B,3,Autovettura,2418.22,26,0
12000,C,12,Elettronica,1160.28,39,0
6500,A,4,Autovettura,2245.57,25,0
1400,B,17,Elettrodomestici,1086.28,23,1
20000,B,62,Elettronica,1875.58,24,1
24000,D,11,Autovettura,2985.53,42,1
8000,B,2,Elettrodomestici,2738.88,25,0
10000,D,4,Autovettura,2368.89,35,1
20000,C,11,Autovettura,1700.28,25,0
5000,B,8,Elettronica,1234.28,34,0
13000,B,5,Elettrodomestici,1628.93,39,0
13000,B,18,Autovettura,2245.57,36,0
5000,A,9,Elettrodomestici,1628.93,35,0
2750,D,2,Elettrodomestici,316.72,23,0
12500,B,0,Elettrodomestici,3108.86,32,0
1000,B,23,Autovettura,2048.24,26,0
3650,B,14,Autovettura,2492.22,22,0
15000,C,4,Autovettura,671.9,27,0
5000,C,4,Elettrodomestici,574.82,22,0
1000,B,,Elettrodomestici,240.95,24,1
7750,A,11,Autovettura,1826.25,22,0
4000,D,1,Autovettura,1110.95,24,1
14000,A,27,Elettronica,1382.27,22,0
14100,A,6,Elettrodomestici,1954.6,30,0
5000,D,2,Elettrodomestici,888.86,24,1
9600,D,7,Elettrodomestici,888.96,25,1
28000,C,1,Autovettura,3848.83,27,1
6200,A,4,Elettrodomestici,1283.61,23,0
6500,E,0,Elettrodomestici,1505.6,28,1
5600,B,2,Autovettura,2615.55,32,0
2500,A,3,Elettrodomestici,3602.17,44,1
3000,C,4,Autovettura,4835.45,26,1
2400,C,0,Elettrodomestici,612.71,24,1
15000,B,14,Elettrodomestici,1923.93,23,0
4000,D,8,Autovettura,740.87,24,0
6000,F,2,Elettrodomestici,1086.28,39,1
6000,C,7,Elettrodomestici,440.34,25,0
12000,D,3,Elettronica,592.97,40,1
3000,B,2,Elettrodomestici,257.52,33,1
10000,A,4,Elettrodomestici,1559.91,30,0
8500,C,2,Autovettura,962.96,22,1
15000,E,2,Elettrodomestici,2270.23,33,0
25000,E,0,Autovettura,4342.14,24,1
16000,D,17,Elettronica,1752.25,27,0
4000,C,1,Elettrodomestici,346.32,22,1
22000,B,8,Elettrodomestici,2113.6,25,1
5500,C,2,Elettrodomestici,666.87,36,0
2900,B,6,Autovettura,1653.39,24,1
12000,C,7,Elettrodomestici,1628.93,22,1
5000,C,0,Elettrodomestici,518.88,31,1
20000,C,21,Autovettura,1480.93,31,1
8000,C,6,Elettrodomestici,1924.91,26,1
8000,A,15,Autovettura,642.3,37,0
3500,C,22,Elettrodomestici,1628.93,23,1
7000,A,2,Elettronica,1883.97,22,0
20000,C,3,Elettrodomestici,4218.81,25,0
10000,A,10,Elettronica,1678.26,27,0
3600,B,5,Elettrodomestici,1875.58,22,0
6000,A,26,Elettronica,2714.21,23,0
18000,F,4,Autovettura,3602.17,26,1
14000,D,11,Autovettura,2072.91,31,1
5000,C,11,Autovettura,962.96,28,1
30000,E,1,Autovettura,2763.54,46,1
16000,B,1,Autovettura,908.69,23,0
25000,B,3,Autovettura,2023.58,27,1
3000,C,3,Elettrodomestici,583.11,28,1
28250,D,7,Autovettura,2862.2,32,1
5300,D,5,Elettrodomestici,1135.71,22,1
6000,B,0,Autovettura,1382.27,39,1
35000,D,2,Autovettura,2122.24,27,1
12000,G,8,Autovettura,1135.62,26,1
21000,B,14,Autovettura,2122.24,38,0
4000,D,2,Elettrodomestici,1012.29,24,1
19200,A,5,Autovettura,938.29,24,0
8000,D,7,Elettrodomestici,938.29,30,1
15000,C,16,Elettrodomestici,1406.94,28,0
25000,C,3,Elettrodomestici,2973.19,38,1
8000,B,5,Elettrodomestici,1135.62,37,0
5000,C,5,Elettrodomestici,435.11,23,1
16000,D,0,Elettrodomestici,1086.28,22,1
15000,A,1,Autovettura,1431.6,30,0
30750,D,2,Elettrodomestici,1875.58,29,1
12000,B,16,Autovettura,2492.22,23,0
14000,B,3,Elettrodomestici,2492.22,30,0
18000,B,0,Elettrodomestici,3108.86,36,0
1200,A,0,Elettrodomestici,1382.27,25,0
9000,A,4,Elettrodomestici,1036.95,26,0
3900,A,,Autovettura,398.41,36,0
12000,E,2,Autovettura,1628.93,24,1
10000,C,5,Elettrodomestici,1135.62,27,1
20000,B,4,Elettrodomestici,1826.25,23,1
4000,B,3,Autovettura,642.3,29,0
14000,B,1,Elettrodomestici,4070.82,22,0
7750,D,15,Autovettura,1520.87,27,1
20000,C,2,Elettrodomestici,1554.93,27,0
8000,B,0,Elettrodomestici,958.42,24,1
12000,A,8,Elettronica,1875.58,24,0
7000,B,12,Elettrodomestici,1135.62,24,0
25000,D,20,Autovettura,2122.24,22,1
6100,C,4,Autovettura,1678.26,38,1
11200,C,20,Autovettura,1678.26,30,1
3500,D,0,Elettrodomestici,328.56,22,1
6000,B,5,Autovettura,1209.61,28,1
12000,A,5,Autovettura,888.86,28,1
23500,B,4,Elettronica,4835.45,31,0
2500,B,0,Autovettura,1752.25,23,1
10000,E,,Elettrodomestici,2368.89,21,1
10000,B,18,Autovettura,2862.2,25,0
5000,D,6,Elettronica,888.96,24,1
25000,E,2,Elettrodomestici,1530.26,24,1
12000,C,1,Autovettura,864.29,26,1
7000,D,7,Elettrodomestici,800.58,28,1
9000,D,1,Autovettura,1437.92,30,1
2000,B,,Autovettura,859.25,36,0
14000,A,2,Elettrodomestici,642.3,24,0
25000,B,2,Elettrodomestici,1184.95,22,0
12000,B,2,Elettrodomestici,765.61,29,0
7000,D,1,Elettrodomestici,926.45,27,1
2800,A,,Autovettura,277.35,23,1
3000,C,18,Elettrodomestici,1020.03,32,1
1200,A,2,Autovettura,1308.27,33,1
3000,D,4,Autovettura,1505.6,25,1
7000,B,4,Autovettura,629.97,32,1
4000,D,2,Elettrodomestici,364.08,23,1
15000,B,20,Elettrodomestici,1382.27,33,1
8000,C,0,Elettrodomestici,469.65,24,1
4900,D,3,Elettronica,346.32,21,1
10000,C,11,Elettrodomestici,642.3,33,1
3025,B,7,Elettrodomestici,1875.58,28,0
4000,B,,Autovettura,568.31,23,0
7000,B,2,Elettrodomestici,2122.24,22,0
4000,B,19,Autovettura,3108.86,30,0
17400,B,7,Elettrodomestici,1924.91,24,0
